问 句	标 准 答 案	学 生 答 案	得分
防 火 墙 在 网 络 系 统 中 的 作 用 是 什 么 ?	防 火 墙 在 网 络 系 统 中 的 四 种 作 用 ： 控 制 进 出 网 络 的 信 息 流 向 和 信 息 包 、 提 供 使 用 和 流 量 的 日 志 和 审 计 、 隐 藏 内 部 I P 地 址 及 网 络 结 构 的 细 节 、 提 供 虚 拟 专 用 网 功 能 。	防 火 墙 在 网 络 系 统 中 的 作 用 ： 控 制 进 出 网 络 的 信 息 流 向 和 信 息 包 、 提 供 使 用 和 流 量 的 日 志 和 审 计 、 隐 藏 内 部 I P 地 址 及 网 络 结 构 的 细 节 、 提 供 虚 拟 专 用 网 功 能 。	10.0
防 火 墙 在 网 络 系 统 中 的 作 用 是 什 么 ?	防 火 墙 在 网 络 系 统 中 的 四 种 作 用 ： 控 制 进 出 网 络 的 信 息 流 向 和 信 息 包 、 提 供 使 用 和 流 量 的 日 志 和 审 计 、 隐 藏 内 部 I P 地 址 及 网 络 结 构 的 细 节 、 提 供 虚 拟 专 用 网 功 能 。	提 供 虚 拟 专 用 网 功 能 、 提 供 使 用 和 流 量 的 日 志 和 审 计 、 控 制 进 出 网 络 的 信 息 流 向 和 信 息 包 、 隐 藏 内 部 I P 地 址 及 网 络 结 构 的 细 节 。	10.0
防 火 墙 提 供 哪 些 服 务 ?	防 火 墙 提 供 以 下 四 类 服 务 ： 服 务 控 制 、 方 向 控 制 、 用 户 控 制 、 行 为 控 制 。	防 火 墙 提 供 的 服 务 ： 服 务 控 制 、 方 向 控 制 、 用 户 控 制 、 行 为 控 制 。	10.0
防 火 墙 提 供 哪 些 服 务 ?	防 火 墙 提 供 以 下 四 类 服 务 ： 服 务 控 制 、 方 向 控 制 、 用 户 控 制 、 行 为 控 制 。	用 户 控 制 、 行 为 控 制 、 方 向 控 制 、 服 务 控 制 。	10.0
根 据 网 络 系 统 的 安 全 需 要 ， 可 在 哪 些 位 置 部 署 防 火 墙 ?	根 据 网 络 系 统 的 安 全 需 要 ， 可 在 如 下 位 置 部 署 防 火 墙 ： 在 局 域 网 内 的 V L A N 之 间 控 制 信 息 流 向 时 加 入 防 火 墙 ； 内 部 网 与 因 特 网 之 间 连 接 时 加 入 防 火 墙 ； 在 远 程 用 户 拨 号 访 问 时 加 入 虚 拟 专 网 ； 利 用 一 些 防 火 墙 软 件 提 供 的 负 载 平 衡 功 能 ； 两 网 对 接 时 可 利 用 硬 件 防 火 墙 作 为 网 关 设 备 实 现 地 址 转 换 和 映 射 。	防 火 墙 的 部 署 ： 在 局 域 网 内 的 V L A N 之 间 控 制 信 息 流 向 时 加 入 防 火 墙 ； 内 部 网 与 因 特 网 之 间 连 接 时 加 入 防 火 墙 ； 在 远 程 用 户 拨 号 访 问 时 加 入 虚 拟 专 网 ； 利 用 一 些 防 火 墙 软 件 提 供 的 负 载 平 衡 功 能 ； 两 网 对 接 时 可 利 用 硬 件 防 火 墙 作 为 网 关 设 备 实 现 地 址 转 换 和 映 射 。	10.0
根 据 网 络 系 统 的 安 全 需 要 ， 可 在 哪 些 位 置 部 署 防 火 墙 ?	根 据 网 络 系 统 的 安 全 需 要 ， 可 在 如 下 位 置 部 署 防 火 墙 ： 在 局 域 网 内 的 V L A N 之 间 控 制 信 息 流 向 时 加 入 防 火 墙 ； 内 部 网 与 因 特 网 之 间 连 接 时 加 入 防 火 墙 ； 在 远 程 用 户 拨 号 访 问 时 加 入 虚 拟 专 网 ； 利 用 一 些 防 火 墙 软 件 提 供 的 负 载 平 衡 功 能 ； 两 网 对 接 时 可 利 用 硬 件 防 火 墙 作 为 网 关 设 备 实 现 地 址 转 换 和 映 射 。	总 部 的 局 域 网 与 分 支 机 构 的 局 域 网 需 要 各 自 安 装 防 火 墙 组 成 虚 拟 专 网 ； 在 远 程 用 户 拨 号 访 问 时 加 入 虚 拟 专 网 ； 内 部 网 与 因 特 网 之 间 连 接 时 加 入 防 火 墙 ； I S P 可 在 公 共 访 问 服 务 器 和 客 户 端 之 间 加 入 防 火 墙 进 行 存 取 控 制 和 流 量 控 制 ； 总 部 局 域 网 与 各 分 支 机 构 的 连 接 需 采 用 防 火 墙 隔 离 。	4.0
电 子 商 务 的 交 易 类 型 有 哪 些 ?	电 子 商 务 的 三 种 交 易 类 型 ： 企 业 与 用 户 的 交 易 、 企 业 间 的 交 易 、 企 业 与 政 府 的 交 易 。	电 子 商 务 的 交 易 类 型 ： 企 业 与 用 户 的 交 易 、 企 业 间 的 交 易 、 企 业 与 政 府 的 交 易 。	10.0
电 子 商 务 的 交 易 类 型 有 哪 些 ?	电 子 商 务 的 三 种 交 易 类 型 ： 企 业 与 用 户 的 交 易 、 企 业 间 的 交 易 、 企 业 与 政 府 的 交 易 。	企 业 间 的 交 易 、 企 业 与 用 户 的 交 易 、 企 业 与 政 府 的 交 易 。	10.0
电 子 商 务 的 优 点 有 哪 些 ?	电 子 商 务 具 有 如 下 优 点 ： 以 最 小 的 费 用 制 作 最 大 的 广 告 ； 丰 富 的 网 络 资 源 有 利 于 企 业 了 解 市 场 变 化 并 做 出 理 性 的 决 策 ； 展 示 产 品 而 不 需 要 占 用 店 面 ； 及 时 获 得 顾 客 的 反 馈 信 息 ； 在 线 交 易 方 便 快 捷 。	电 子 商 务 的 优 点 ： 以 最 小 的 费 用 制 作 最 大 的 广 告 ； 丰 富 的 网 络 资 源 有 利 于 企 业 了 解 市 场 变 化 并 做 出 理 性 的 决 策 ； 展 示 产 品 而 不 需 要 占 用 店 面 ； 及 时 获 得 顾 客 的 反 馈 信 息 ； 在 线 交 易 方 便 快 捷 。	10.0
电 子 商 务 的 优 点 有 哪 些 ?	电 子 商 务 具 有 如 下 优 点 ： 以 最 小 的 费 用 制 作 最 大 的 广 告 ； 丰 富 的 网 络 资 源 有 利 于 企 业 了 解 市 场 变 化 并 做 出 理 性 的 决 策 ； 展 示 产 品 而 不 需 要 占 用 店 面 ； 及 时 获 得 顾 客 的 反 馈 信 息 ； 在 线 交 易 方 便 快 捷 。	成 本 低 ； 易 于 安 装 ； 可 维 护 性 高 ； 在 线 交 易 方 便 快 捷 ； 丰 富 的 网 络 资 源 有 利 于 企 业 了 解 市 场 变 化 并 做 出 理 性 的 决 策 。	4.0
电 子 商 务 的 应 用 范 围 有 哪 些 ?	电 子 商 务 的 三 大 应 用 范 围 ： 企 业 与 消 费 者 间 的 应 用 、 企 业 间 的 应 用 、 企 业 与 政 府 间 的 应 用 。	电 子 商 务 的 应 用 范 围 ： 企 业 与 消 费 者 间 的 应 用 、 企 业 间 的 应 用 、 企 业 与 政 府 间 的 应 用 。	10.0
电 子 商 务 的 应 用 范 围 有 哪 些 ?	电 子 商 务 的 三 大 应 用 范 围 ： 企 业 与 消 费 者 间 的 应 用 、 企 业 间 的 应 用 、 企 业 与 政 府 间 的 应 用 。	企 业 间 的 应 用 、 企 业 与 消 费 者 间 的 应 用 、 企 业 与 政 府 间 的 应 用 。	10.0
E D I 的 特 点 有 哪 些 ?	E D I 系 统 具 有 以 下 三 个 特 点 ： E D I 是 两 个 或 多 个 计 算 机 应 用 系 统 之 间 的 通 信 ； 计 算 机 之 间 传 输 的 信 息 遵 循 一 定 的 语 法 规 则 与 国 际 标 准 ； 自 动 投 递 和 传 输 处 理 数 据 而 不 需 要 人 工 介 入 。	E D I 系 统 的 特 点 ： E D I 是 两 个 或 多 个 计 算 机 应 用 系 统 之 间 的 通 信 ； 计 算 机 之 间 传 输 的 信 息 遵 循 一 定 的 语 法 规 则 与 国 际 标 准 ； 自 动 投 递 和 传 输 处 理 数 据 而 不 需 要 人 工 介 入 。	10.0
E D I 的 特 点 有 哪 些 ?	E D I 系 统 具 有 以 下 三 个 特 点 ： E D I 是 两 个 或 多 个 计 算 机 应 用 系 统 之 间 的 通 信 ； 计 算 机 之 间 传 输 的 信 息 遵 循 一 定 的 语 法 规 则 与 国 际 标 准 ； 自 动 投 递 和 传 输 处 理 数 据 而 不 需 要 人 工 介 入 。	E D I 是 两 个 或 多 个 计 算 机 应 用 系 统 之 间 的 通 信 ； 计 算 机 之 间 传 输 的 数 据 遵 循 一 定 的 语 义 规 范 与 通 信 协 议 ； 应 用 程 序 自 动 响 应 数 据 。	3.0
简 述 E D I 的 工 作 流 程 。	E D I 的 工 作 流 程 如 下 ： 发 送 方 计 算 机 应 用 系 统 生 成 原 始 用 户 数 据 ； 发 送 报 文 的 数 据 映 射 与 翻 译 ； 发 送 标 准 的 E D I 文 件 ； 贸 易 伙 伴 获 取 标 准 的 E D I 文 件 ； 接 收 文 件 的 数 据 映 射 与 翻 译 。	E D I 的 工 作 流 程 ： 发 送 方 计 算 机 应 用 系 统 生 成 原 始 用 户 数 据 ； 发 送 报 文 的 数 据 映 射 与 翻 译 ； 发 送 标 准 的 E D I 文 件 ； 贸 易 伙 伴 获 取 标 准 的 E D I 文 件 ； 接 收 文 件 的 数 据 映 射 与 翻 译 。	10.0
简 述 E D I 的 工 作 流 程 。	E D I 的 工 作 流 程 如 下 ： 发 送 方 计 算 机 应 用 系 统 生 成 原 始 用 户 数 据 ； 发 送 报 文 的 数 据 映 射 与 翻 译 ； 发 送 标 准 的 E D I 文 件 ； 贸 易 伙 伴 获 取 标 准 的 E D I 文 件 ； 接 收 文 件 的 数 据 映 射 与 翻 译 。	发 送 信 息 帧 的 数 据 压 缩 与 解 压 缩 ； 发 送 标 准 的 E D I 文 件 ； 贸 易 伙 伴 获 取 标 准 的 E D I 文 件 ； 接 受 确 认 帧 的 数 据 压 缩 与 解 压 缩 ； 接 受 方 应 用 系 统 处 理 解 压 缩 后 的 信 息 。	4.0
E D I 的 接 入 方 式 有 哪 些 ?	E D I 的 三 种 接 入 方 式 ： 具 有 单 一 计 算 机 应 用 系 统 的 用 户 接 入 方 式 、 具 有 多 个 计 算 机 应 用 系 统 的 用 户 接 入 方 式 、 普 通 用 户 接 入 方 式 。	E D I 的 接 入 方 式 ： 具 有 单 一 计 算 机 应 用 系 统 的 用 户 接 入 方 式 、 具 有 多 个 计 算 机 应 用 系 统 的 用 户 接 入 方 式 、 普 通 用 户 接 入 方 式 。	10.0
E D I 的 接 入 方 式 有 哪 些 ?	E D I 的 三 种 接 入 方 式 ： 具 有 单 一 计 算 机 应 用 系 统 的 用 户 接 入 方 式 、 具 有 多 个 计 算 机 应 用 系 统 的 用 户 接 入 方 式 、 普 通 用 户 接 入 方 式 。	普 通 用 户 接 入 方 式 、 具 有 多 个 计 算 机 应 用 系 统 的 用 户 接 入 方 式 、 具 有 单 一 计 算 机 应 用 系 统 的 用 户 接 入 方 式 。	10.0
电 子 商 务 存 在 哪 些 问 题 ?	电 子 商 务 存 在 如 下 问 题 ： 网 络 安 全 技 术 和 网 络 可 靠 性 有 待 于 进 一 步 提 高 ； 电 子 支 付 手 段 不 能 满 足 电 子 商 务 发 展 的 需 要 ； 电 子 商 务 方 面 的 法 律 法 规 还 不 健 全 ； 电 子 商 务 需 要 各 行 各 业 的 参 与 。	存 在 的 问 题 ： 网 络 安 全 技 术 和 网 络 可 靠 性 有 待 于 进 一 步 提 高 ； 电 子 支 付 手 段 不 能 满 足 电 子 商 务 发 展 的 需 要 ； 电 子 商 务 方 面 的 法 律 法 规 还 不 健 全 ； 电 子 商 务 需 要 各 行 各 业 的 参 与 。	10.0
电 子 商 务 存 在 哪 些 问 题 ?	电 子 商 务 存 在 如 下 问 题 ： 网 络 安 全 技 术 和 网 络 可 靠 性 有 待 于 进 一 步 提 高 ； 电 子 支 付 手 段 不 能 满 足 电 子 商 务 发 展 的 需 要 ； 电 子 商 务 方 面 的 法 律 法 规 还 不 健 全 ； 电 子 商 务 需 要 各 行 各 业 的 参 与 。	网 络 管 理 技 术 和 网 络 性 能 有 待 于 进 一 步 提 高 ； 电 子 商 务 方 面 的 协 议 标 准 还 不 规 范 ； 电 子 商 务 需 要 各 行 各 业 的 参 与 ； 电 子 支 付 手 段 不 能 满 足 电 子 商 务 发 展 的 需 要 。	5.0
电 子 商 务 的 体 系 结 构 分 为 哪 些 层 次 ?	电 子 商 务 的 体 系 结 构 可 分 为 以 下 四 个 层 次 ： 网 络 基 础 平 台 、 安 全 结 构 、 支 付 系 统 、 业 务 系 统 。	电 子 商 务 的 体 系 结 构 ： 网 络 基 础 平 台 、 安 全 结 构 、 支 付 系 统 、 业 务 系 统 。	10.0
电 子 商 务 的 体 系 结 构 分 为 哪 些 层 次 ?	电 子 商 务 的 体 系 结 构 可 分 为 以 下 四 个 层 次 ： 网 络 基 础 平 台 、 安 全 结 构 、 支 付 系 统 、 业 务 系 统 。	支 付 系 统 、 业 务 系 统 、 安 全 结 构 、 网 络 基 础 平 台 。	10.0
电 子 商 务 应 用 系 统 有 哪 些 子 系 统 ?	电 子 商 务 应 用 系 统 有 以 下 四 个 子 系 统 ： C A 安 全 认 证 系 统 、 支 付 网 关 系 统 、 业 务 应 用 系 统 、 用 户 及 终 端 系 统 。	电 子 商 务 应 用 系 统 的 子 系 统 ： C A 安 全 认 证 系 统 、 支 付 网 关 系 统 、 业 务 应 用 系 统 、 用 户 及 终 端 系 统 。	10.0
电 子 商 务 应 用 系 统 有 哪 些 子 系 统 ?	电 子 商 务 应 用 系 统 有 以 下 四 个 子 系 统 ： C A 安 全 认 证 系 统 、 支 付 网 关 系 统 、 业 务 应 用 系 统 、 用 户 及 终 端 系 统 。	支 付 网 关 系 统 、 C A 安 全 认 证 系 统 、 业 务 应 用 系 统 、 用 户 及 终 端 系 统 。	10.0
电 子 商 务 应 用 环 境 中 使 用 哪 些 安 全 技 术 ?	电 子 商 务 应 用 环 境 中 使 用 以 下 三 类 安 全 技 术 ： 数 字 信 封 、 数 字 签 名 、 安 全 数 据 传 输 和 身 份 认 证 流 程 。	电 子 商 务 应 用 环 境 中 使 用 的 安 全 技 术 ： 数 字 信 封 、 数 字 签 名 、 安 全 数 据 传 输 和 身 份 认 证 流 程 。	10.0
电 子 商 务 应 用 环 境 中 使 用 哪 些 安 全 技 术 ?	电 子 商 务 应 用 环 境 中 使 用 以 下 三 类 安 全 技 术 ： 数 字 信 封 、 数 字 签 名 、 安 全 数 据 传 输 和 身 份 认 证 流 程 。	安 全 数 据 传 输 和 身 份 认 证 流 程 、 数 字 签 名 、 数 字 信 封 。	10.0
电 子 支 付 方 式 有 哪 些 ?	电 子 支 付 方 式 有 以 下 三 种 ： 电 子 现 金 、 电 子 信 用 卡 、 电 子 支 票 。	电 子 支 付 方 式 有 ： 电 子 现 金 、 电 子 信 用 卡 、 电 子 支 票 。	10.0
电 子 支 付 方 式 有 哪 些 ?	电 子 支 付 方 式 有 以 下 三 种 ： 电 子 现 金 、 电 子 信 用 卡 、 电 子 支 票 。	电 子 信 用 卡 、 电 子 现 金 、 电 子 支 票 。	10.0
简 述 S E T 的 设 计 目 标 。	S E T 的 设 计 目 标 如 下 ： 信 息 在 公 共 因 特 网 上 安 全 传 输 ； 订 单 信 息 和 个 人 账 号 信 息 隔 离 ； 持 卡 人 和 商 家 互 相 认 证 ； 要 求 软 件 遵 循 相 同 协 议 和 消 息 格 式 ； 可 以 运 行 在 不 同 的 硬 件 和 操 作 系 统 平 台 上 。	S E T 的 设 计 目 标 ： 信 息 在 公 共 因 特 网 上 安 全 传 输 ； 订 单 信 息 和 个 人 账 号 信 息 隔 离 ； 持 卡 人 和 商 家 互 相 认 证 ； 要 求 软 件 遵 循 相 同 协 议 和 消 息 格 式 ； 可 以 运 行 在 不 同 的 硬 件 和 操 作 系 统 平 台 上 。	10.0
简 述 S E T 的 设 计 目 标 。	S E T 的 设 计 目 标 如 下 ： 信 息 在 公 共 因 特 网 上 安 全 传 输 ； 订 单 信 息 和 个 人 账 号 信 息 隔 离 ； 持 卡 人 和 商 家 互 相 认 证 ； 要 求 软 件 遵 循 相 同 协 议 和 消 息 格 式 ； 可 以 运 行 在 不 同 的 硬 件 和 操 作 系 统 平 台 上 。	数 据 在 万 维 网 上 高 速 传 输 ； 持 卡 人 和 商 家 互 相 认 证 ； 要 求 交 互 双 方 遵 循 相 同 规 范 和 传 输 协 议 ； 订 单 信 息 和 个 人 账 号 信 息 隔 离 ； 可 以 运 行 在 不 同 的 硬 件 和 操 作 系 统 平 台 上 。	6.0
S E T 协 议 主 要 涉 及 哪 些 当 事 人 ?	S E T 协 议 主 要 涉 及 以 下 当 事 人 ： 持 卡 人 、 发 卡 机 构 、 商 家 、 银 行 、 支 付 网 关 。	S E T 协 议 涉 及 的 当 事 人 ： 持 卡 人 、 发 卡 机 构 、 商 家 、 银 行 、 支 付 网 关 。	10.0
S E T 协 议 主 要 涉 及 哪 些 当 事 人 ?	S E T 协 议 主 要 涉 及 以 下 当 事 人 ： 持 卡 人 、 发 卡 机 构 、 商 家 、 银 行 、 支 付 网 关 。	支 付 网 关 、 银 行 、 持 卡 人 、 发 卡 机 构 、 商 家 。	10.0
S E T 协 议 的 安 全 技 术 有 哪 些 ？	S E T 协 议 的 安 全 技 术 有 ： 数 字 信 封 技 术 、 数 字 签 名 技 术 、 信 息 摘 要 技 术 、 双 重 签 名 技 术 。	S E T 协 议 的 安 全 技 术 分 别 是 ： 数 字 信 封 技 术 、 数 字 签 名 技 术 、 信 息 摘 要 技 术 、 双 重 签 名 技 术 。	10.0
S E T 协 议 的 安 全 技 术 有 哪 些 ？	S E T 协 议 的 安 全 技 术 有 ： 数 字 信 封 技 术 、 数 字 签 名 技 术 、 信 息 摘 要 技 术 、 双 重 签 名 技 术 。	信 息 摘 要 技 术 、 数 字 信 封 技 术 、 数 字 签 名 技 术 、 双 重 签 名 技 术 。	10.0
S E T 协 议 涉 及 哪 些 证 书 ?	S E T 协 议 涉 及 以 下 证 书 ： 持 卡 人 证 书 、 发 卡 机 构 证 书 、 商 家 证 书 、 银 行 证 书 、 支 付 网 关 证 书 。	S E T 协 议 涉 及 的 证 书 ： 持 卡 人 证 书 、 发 卡 机 构 证 书 、 商 家 证 书 、 银 行 证 书 、 支 付 网 关 证 书 。	10.0
S E T 协 议 涉 及 哪 些 证 书 ?	S E T 协 议 涉 及 以 下 证 书 ： 持 卡 人 证 书 、 发 卡 机 构 证 书 、 商 家 证 书 、 银 行 证 书 、 支 付 网 关 证 书 。	支 付 网 关 证 书 、 银 行 证 书 、 持 卡 人 证 书 、 发 卡 机 构 证 书 、 商 家 证 书 。	10.0
浏 览 器 有 哪 些 安 全 特 性 ?	浏 览 器 的 安 全 特 性 如 下 ： 如 何 保 护 好 自 己 的 计 算 机 ； 如 何 检 验 站 点 的 真 实 性 ； 如 何 避 免 别 人 假 冒 自 己 的 身 份 在 因 特 网 中 活 动 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	浏 览 器 的 安 全 特 性 ： 如 何 保 护 好 自 己 的 计 算 机 ； 如 何 检 验 站 点 的 真 实 性 ； 如 何 避 免 别 人 假 冒 自 己 的 身 份 在 因 特 网 中 活 动 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	10.0
浏 览 器 有 哪 些 安 全 特 性 ?	浏 览 器 的 安 全 特 性 如 下 ： 如 何 保 护 好 自 己 的 计 算 机 ； 如 何 检 验 站 点 的 真 实 性 ； 如 何 避 免 别 人 假 冒 自 己 的 身 份 在 因 特 网 中 活 动 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	如 何 保 护 好 网 络 的 重 要 资 源 ； 如 何 认 证 交 互 双 方 的 安 全 性 ； 如 何 避 免 信 息 在 传 输 途 中 被 窃 听 截 获 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	2.5
简 述 W e b 站 点 的 访 问 控 制 。	W e b 站 点 的 访 问 控 制 是 ： I P 地 址 限 制 、 用 户 验 证 、 W e b 权 限 、 N T F S 权 限 。	W e b 站 点 的 4 级 访 问 控 制 包 括 ： I P 地 址 限 制 、 用 户 验 证 、 W e b 权 限 、 N T F S 权 限 。	10.0
简 述 W e b 站 点 的 访 问 控 制 。	W e b 站 点 的 访 问 控 制 是 ： I P 地 址 限 制 、 用 户 验 证 、 W e b 权 限 、 N T F S 权 限 。	W e b 权 限 、 N T F S 权 限 、 I P 地 址 限 制 、 用 户 验 证 。	10.0
W e b 站 点 与 浏 览 器 的 安 全 通 信 的 组 成 部 分 是 什 么 ？	W e b 站 点 与 浏 览 器 的 安 全 通 信 的 三 大 组 成 部 分 ： W e b 站 点 验 证 客 户 身 份 、 浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 。	W e b 站 点 与 浏 览 器 的 安 全 通 信 的 组 成 ： W e b 站 点 验 证 客 户 身 份 、 浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 。	10.0
W e b 站 点 与 浏 览 器 的 安 全 通 信 的 组 成 部 分 是 什 么 ？	W e b 站 点 与 浏 览 器 的 安 全 通 信 的 三 大 组 成 部 分 ： W e b 站 点 验 证 客 户 身 份 、 浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 。	浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 、 W e b 站 点 验 证 客 户 身 份 。	10.0
站 点 内 容 和 页 面 的 策 划 应 注 意 哪 些 问 题 ？	站 点 内 容 和 页 面 的 策 划 应 注 意 如 下 几 个 问 题 ： 精 炼 网 站 内 容 ； 精 心 设 计 网 页 版 面 ； 建 立 与 网 民 的 交 互 空 间 ； 点 缀 行 业 及 其 他 信 息 ； 收 集 统 计 信 息 。	站 点 内 容 和 页 面 的 策 划 ： 精 炼 网 站 内 容 ； 精 心 设 计 网 页 版 面 ； 建 立 与 网 民 的 交 互 空 间 ； 点 缀 行 业 及 其 他 信 息 ； 收 集 统 计 信 息 。	10.0
站 点 内 容 和 页 面 的 策 划 应 注 意 哪 些 问 题 ？	站 点 内 容 和 页 面 的 策 划 应 注 意 如 下 几 个 问 题 ： 精 炼 网 站 内 容 ； 精 心 设 计 网 页 版 面 ； 建 立 与 网 民 的 交 互 空 间 ； 点 缀 行 业 及 其 他 信 息 ； 收 集 统 计 信 息 。	加 强 网 站 管 理 ； 优 化 网 页 排 版 ； 管 理 维 护 网 民 的 反 馈 信 息 ； 点 缀 行 业 及 其 他 信 息 ； 记 录 故 障 信 息 。	2.0
站 点 推 广 的 常 用 方 法 有 哪 几 种 ？	站 点 推 广 的 五 个 常 用 方 法 ： 利 用 传 统 方 式 推 广 网 站 、 利 用 搜 索 引 擎 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 电 子 邮 件 宣 传 网 站 、 将 网 站 延 伸 到 其 他 网 站 。	站 点 推 广 的 常 用 方 法 ： 利 用 传 统 方 式 推 广 网 站 、 利 用 搜 索 引 擎 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 电 子 邮 件 宣 传 网 站 、 将 网 站 延 伸 到 其 他 网 站 。	10.0
站 点 推 广 的 常 用 方 法 有 哪 几 种 ？	站 点 推 广 的 五 个 常 用 方 法 ： 利 用 传 统 方 式 推 广 网 站 、 利 用 搜 索 引 擎 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 电 子 邮 件 宣 传 网 站 、 将 网 站 延 伸 到 其 他 网 站 。	利 用 传 统 方 式 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 搜 索 引 擎 推 广 网 站 、 将 网 站 延 伸 到 其 他 网 站 、 利 用 电 子 邮 件 宣 传 网 站 。	10.0
简 述 网 上 购 物 的 步 骤 。	网 上 购 物 的 步 骤 如 下 ： 在 线 浏 览 与 选 择 商 品 、 填 写 订 购 单 、 选 择 支 付 方 式 。	网 上 购 物 的 步 骤 ： 在 线 浏 览 与 选 择 商 品 、 填 写 订 购 单 、 选 择 支 付 方 式 。	10.0
简 述 网 上 购 物 的 步 骤 。	网 上 购 物 的 步 骤 如 下 ： 在 线 浏 览 与 选 择 商 品 、 填 写 订 购 单 、 选 择 支 付 方 式 。	在 线 搜 索 与 确 定 商 品 、 确 认 交 易 单 、 选 择 支 付 方 式 。	3.0
数 据 通 信 网 有 哪 些 特 点 ?	数 据 通 信 网 的 四 大 特 点 ： 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 、 开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 。	数 据 通 信 网 的 特 点 ： 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 、 开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 。	10.0
数 据 通 信 网 有 哪 些 特 点 ?	数 据 通 信 网 的 四 大 特 点 ： 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 、 开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 。	开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 、 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 。	10.0
简 述 宽 带 I S D N 的 目 标 。	宽 带 I S D N 的 目 标 主 要 有 ： 提 供 一 个 在 世 界 范 围 内 协 调 一 致 的 数 字 通 信 网 络 ； 支 持 各 种 通 信 服 务 ； 为 在 通 信 网 络 之 间 进 行 数 字 传 输 提 供 完 整 的 标 准 ； 提 供 一 个 标 准 用 户 接 口 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 。	宽 带 I S D N 的 目 标 ： 提 供 一 个 在 世 界 范 围 内 协 调 一 致 的 数 字 通 信 网 络 ； 支 持 各 种 通 信 服 务 ； 为 在 通 信 网 络 之 间 进 行 数 字 传 输 提 供 完 整 的 标 准 ； 提 供 一 个 标 准 用 户 接 口 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 。	10.0
简 述 宽 带 I S D N 的 目 标 。	宽 带 I S D N 的 目 标 主 要 有 ： 提 供 一 个 在 世 界 范 围 内 协 调 一 致 的 数 字 通 信 网 络 ； 支 持 各 种 通 信 服 务 ； 为 在 通 信 网 络 之 间 进 行 数 字 传 输 提 供 完 整 的 标 准 ； 提 供 一 个 标 准 用 户 接 口 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 。	在 不 同 国 家 采 用 相 同 的 标 准 ； 支 持 各 种 协 议 标 准 ； 为 在 通 信 实 体 之 间 进 行 信 息 传 输 提 供 规 范 的 协 议 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 ； 提 供 一 个 标 准 用 户 接 口 。	4.0
简 述 R B B 的 组 成 。	R B B 的 组 成 部 分 如 下 ： 业 务 提 供 者 、 传 送 网 、 接 入 网 、 家 庭 网 。	R B B 的 组 成 ： 业 务 提 供 者 、 传 送 网 、 接 入 网 、 家 庭 网 。	10.0
简 述 R B B 的 组 成 。	R B B 的 组 成 部 分 如 下 ： 业 务 提 供 者 、 传 送 网 、 接 入 网 、 家 庭 网 。	业 务 提 供 者 、 物 理 网 、 逻 辑 网 、 个 人 网 。	2.5
