问 句	标 准 答 案	学 生 答 案	得分
请 按 时 间 先 后 顺 序 依 次 写 出 环 维 护 工 作 的 内 容 。	按 时 间 先 后 顺 序 ， 环 维 护 工 作 的 内 容 依 次 为 ： 环 初 始 化 、 新 站 点 加 入 环 、 站 点 从 环 中 撤 出 、 环 恢 复 、 优 先 级 。	环 维 护 工 作 的 内 容 依 次 为 ： 环 初 始 化 、 新 站 点 加 入 环 、 站 点 从 环 中 撤 出 、 环 恢 复 、 优 先 级 。	10.0
请 按 时 间 先 后 顺 序 依 次 写 出 环 维 护 工 作 的 内 容 。	按 时 间 先 后 顺 序 ， 环 维 护 工 作 的 内 容 依 次 为 ： 环 初 始 化 、 新 站 点 加 入 环 、 站 点 从 环 中 撤 出 、 环 恢 复 、 优 先 级 。	分 别 是 ： 站 点 从 环 中 撤 出 、 新 站 点 加 入 环 、 环 初 始 化 、 优 先 级 、 环 恢 复 。	2.0
请 按 时 间 先 后 顺 序 依 次 写 出 环 初 始 化 的 内 容 。	按 时 间 先 后 顺 序 ， 环 初 始 化 的 内 容 依 次 为 ： 在 网 络 启 动 后 ， 必 须 执 行 环 初 始 化 过 程 ， 根 据 某 种 算 法 将 所 有 环 中 站 点 排 序 ， 动 态 形 成 逻 辑 环 。	环 初 始 化 的 内 容 依 次 为 ： 在 网 络 启 动 后 ， 必 须 执 行 环 初 始 化 过 程 ， 根 据 某 种 算 法 将 所 有 环 中 站 点 排 序 ， 动 态 形 成 逻 辑 环 。	10.0
请 按 时 间 先 后 顺 序 依 次 写 出 环 初 始 化 的 内 容 。	按 时 间 先 后 顺 序 ， 环 初 始 化 的 内 容 依 次 为 ： 在 网 络 启 动 后 ， 必 须 执 行 环 初 始 化 过 程 ， 根 据 某 种 算 法 将 所 有 环 中 站 点 排 序 ， 动 态 形 成 逻 辑 环 。	分 别 是 ： 在 故 障 发 生 后 ， 必 须 执 行 环 初 始 化 过 程 ， 根 据 某 种 算 法 将 所 有 环 中 站 点 撤 出 ， 动 态 形 成 封 闭 环 。	2.5
请 按 时 间 先 后 顺 序 依 次 写 出 站 点 从 环 中 撤 出 的 内 容 。	按 时 间 先 后 顺 序 ， 站 点 从 环 中 撤 出 的 内 容 依 次 为 ： 令 牌 总 线 方 法 必 须 在 任 一 站 点 从 环 中 撤 出 后 ， 将 其 前 后 站 点 连 接 起 来 ， 以 保 持 环 的 完 整 性 。	站 点 从 环 中 撤 出 的 内 容 依 次 为 ： 令 牌 总 线 方 法 必 须 在 任 一 站 点 从 环 中 撤 出 后 ， 将 其 前 后 站 点 连 接 起 来 ， 以 保 持 环 的 完 整 性 。	10.0
请 按 时 间 先 后 顺 序 依 次 写 出 站 点 从 环 中 撤 出 的 内 容 。	按 时 间 先 后 顺 序 ， 站 点 从 环 中 撤 出 的 内 容 依 次 为 ： 令 牌 总 线 方 法 必 须 在 任 一 站 点 从 环 中 撤 出 后 ， 将 其 前 后 站 点 连 接 起 来 ， 以 保 持 环 的 完 整 性 。	分 别 是 ： 令 牌 环 方 法 必 须 在 任 一 站 点 从 环 中 撤 出 后 ， 将 其 前 后 站 点 连 接 起 来 ， 以 保 持 环 的 封 闭 性 。	3.0
请 按 时 间 先 后 顺 序 依 次 写 出 优 先 级 机 制 的 功 能 。	按 时 间 先 后 顺 序 ， 优 先 级 机 制 的 功 能 依 次 为 ： 将 待 发 送 的 帧 分 成 不 同 的 访 问 类 别 ， 赋 予 不 同 的 优 先 级 ， 并 把 网 络 带 宽 分 配 给 优 先 级 较 高 的 帧 ， 而 当 有 足 够 的 带 宽 时 ， 才 发 送 优 先 级 较 低 的 帧 。	优 先 级 机 制 的 功 能 依 次 为 ： 将 待 发 送 的 帧 分 成 不 同 的 访 问 类 别 ， 赋 予 不 同 的 优 先 级 ， 并 把 网 络 带 宽 分 配 给 优 先 级 较 高 的 帧 ， 而 当 有 足 够 的 带 宽 时 ， 才 发 送 优 先 级 较 低 的 帧 。	10.0
请 按 时 间 先 后 顺 序 依 次 写 出 优 先 级 机 制 的 功 能 。	按 时 间 先 后 顺 序 ， 优 先 级 机 制 的 功 能 依 次 为 ： 将 待 发 送 的 帧 分 成 不 同 的 访 问 类 别 ， 赋 予 不 同 的 优 先 级 ， 并 把 网 络 带 宽 分 配 给 优 先 级 较 高 的 帧 ， 而 当 有 足 够 的 带 宽 时 ， 才 发 送 优 先 级 较 低 的 帧 。	分 别 是 ： 将 待 发 送 的 分 组 分 成 不 同 的 访 问 类 别 ， 赋 予 不 同 的 优 先 级 ， 并 把 网 络 带 宽 分 配 给 优 先 级 较 高 的 分 组 ， 而 当 优 先 级 较 高 的 分 组 全 部 发 送 完 成 后 ， 才 发 送 优 先 级 较 低 的 分 组 。	2.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 令 牌 总 线 的 特 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 令 牌 总 线 的 特 点 依 次 为 ： 确 定 性 、 可 调 整 性 、 较 好 的 吞 吐 能 力 ， 适 用 于 对 数 据 传 输 实 时 性 要 求 较 高 的 应 用 环 境 中 。	令 牌 总 线 的 特 点 依 次 为 ： 确 定 性 、 可 调 整 性 、 较 好 的 吞 吐 能 力 ， 适 用 于 对 数 据 传 输 实 时 性 要 求 较 高 的 应 用 环 境 中 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 令 牌 总 线 的 特 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 令 牌 总 线 的 特 点 依 次 为 ： 确 定 性 、 可 调 整 性 、 较 好 的 吞 吐 能 力 ， 适 用 于 对 数 据 传 输 实 时 性 要 求 较 高 的 应 用 环 境 中 。	分 别 是 ： 低 时 延 、 可 调 整 性 、 高 数 据 传 输 率 ， 适 用 于 通 信 负 荷 较 重 的 应 用 环 境 中 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 令 牌 总 线 的 缺 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 令 牌 总 线 的 缺 点 依 次 为 ： 复 杂 性 、 时 间 开 销 较 大 ， 站 点 可 能 要 等 待 多 次 无 效 的 令 牌 传 送 后 才 能 获 得 令 牌 。	令 牌 总 线 的 缺 点 依 次 为 ： 复 杂 性 、 时 间 开 销 较 大 ， 站 点 可 能 要 等 待 多 次 无 效 的 令 牌 传 送 后 才 能 获 得 令 牌 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 令 牌 总 线 的 缺 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 令 牌 总 线 的 缺 点 依 次 为 ： 复 杂 性 、 时 间 开 销 较 大 ， 站 点 可 能 要 等 待 多 次 无 效 的 令 牌 传 送 后 才 能 获 得 令 牌 。	分 别 是 ： 成 本 高 、 结 构 复 杂 ， 站 点 可 能 要 等 待 多 次 无 效 的 令 牌 传 送 后 才 能 获 得 令 牌 。	3.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 C S M A / C D 、 T o k e n   B u s 、 T o k e n   R i n g 此 三 者 的 区 别 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， C S M A / C D 、 T o k e n   B u s 、 T o k e n   R i n g 此 三 者 的 区 别 依 次 为 ： C S M A / C D 与 T o k e n   B u s 都 是 针 对 总 线 拓 扑 的 局 域 网 设 计 的 ， 而 T o k e n   R i n g 是 针 对 环 型 拓 扑 的 局 域 网 设 计 的 ； C S M A / C D 属 于 随 机 介 质 访 问 控 制 方 法 ， 而 T o k e n   B u s 与 T o k e n   R i n g 则 属 于 确 定 性 介 质 访 问 控 制 方 法 。	C S M A / C D 、 T o k e n   B u s 、 T o k e n   R i n g 此 三 者 的 区 别 依 次 为 ： C S M A / C D 与 T o k e n   B u s 都 是 针 对 总 线 拓 扑 的 局 域 网 设 计 的 ， 而 T o k e n   R i n g 是 针 对 环 型 拓 扑 的 局 域 网 设 计 的 ； C S M A / C D 属 于 随 机 介 质 访 问 控 制 方 法 ， 而 T o k e n   B u s 与 T o k e n   R i n g 则 属 于 确 定 性 介 质 访 问 控 制 方 法 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 C S M A / C D 、 T o k e n   B u s 、 T o k e n   R i n g 此 三 者 的 区 别 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， C S M A / C D 、 T o k e n   B u s 、 T o k e n   R i n g 此 三 者 的 区 别 依 次 为 ： C S M A / C D 与 T o k e n   B u s 都 是 针 对 总 线 拓 扑 的 局 域 网 设 计 的 ， 而 T o k e n   R i n g 是 针 对 环 型 拓 扑 的 局 域 网 设 计 的 ； C S M A / C D 属 于 随 机 介 质 访 问 控 制 方 法 ， 而 T o k e n   B u s 与 T o k e n   R i n g 则 属 于 确 定 性 介 质 访 问 控 制 方 法 。	分 别 是 ： C S M A / C D 与 T o k e n   B u s 都 是 针 对 网 状 拓 扑 的 局 域 网 设 计 的 ， 而 T o k e n   R i n g 是 针 对 星 型 拓 扑 的 局 域 网 设 计 的 ； C S M A / C D 属 于 确 定 性 介 质 访 问 控 制 方 法 ， 而 T o k e n   B u s 与 T o k e n   R i n g 则 属 于 随 机 介 质 访 问 控 制 方 法 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 C S M A / C D 相 较 于 确 定 型 介 质 访 问 控 制 方 法 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， C S M A / C D 相 较 于 确 定 型 介 质 访 问 控 制 方 法 的 优 点 依 次 为 ： C S M A / C D 介 质 访 问 控 制 方 法 算 法 简 单 ， 易 于 实 现 ； C S M A / C D 适 用 于 对 数 据 传 输 实 时 性 要 求 不 严 格 的 应 用 环 境 ； C S M A / C D 一 般 用 于 通 信 负 荷 较 低 的 应 用 环 境 中 。	C S M A / C D 相 较 于 确 定 型 介 质 访 问 控 制 方 法 的 优 点 依 次 为 ： C S M A / C D 介 质 访 问 控 制 方 法 算 法 简 单 ， 易 于 实 现 ； C S M A / C D 适 用 于 对 数 据 传 输 实 时 性 要 求 不 严 格 的 应 用 环 境 ； C S M A / C D 一 般 用 于 通 信 负 荷 较 低 的 应 用 环 境 中 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 C S M A / C D 相 较 于 确 定 型 介 质 访 问 控 制 方 法 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， C S M A / C D 相 较 于 确 定 型 介 质 访 问 控 制 方 法 的 优 点 依 次 为 ： C S M A / C D 介 质 访 问 控 制 方 法 算 法 简 单 ， 易 于 实 现 ； C S M A / C D 适 用 于 对 数 据 传 输 实 时 性 要 求 不 严 格 的 应 用 环 境 ； C S M A / C D 一 般 用 于 通 信 负 荷 较 低 的 应 用 环 境 中 。	分 别 是 ： C S M A / C D 介 质 访 问 控 制 方 法 结 构 简 单 ， 易 于 扩 展 ； C S M A / C D 适 用 于 对 数 据 传 输 实 时 性 要 求 不 严 格 的 应 用 环 境 ； C S M A / C D 一 般 用 于 通 信 负 荷 较 重 的 应 用 环 境 中 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 确 定 型 介 质 访 问 控 制 方 法 相 较 于 随 机 型 介 质 访 问 控 制 方 法 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 确 定 型 介 质 访 问 控 制 方 法 相 较 于 随 机 型 介 质 访 问 控 制 方 法 的 优 点 依 次 为 ： 适 用 于 对 数 据 传 输 实 时 性 要 求 较 高 的 环 境 ； 适 用 于 通 信 负 荷 较 重 的 环 境 ； 需 要 复 杂 的 环 维 护 功 能 ， 实 现 较 困 难 。	确 定 型 介 质 访 问 控 制 方 法 相 较 于 随 机 型 介 质 访 问 控 制 方 法 的 优 点 依 次 为 ： 适 用 于 对 数 据 传 输 实 时 性 要 求 较 高 的 环 境 ； 适 用 于 通 信 负 荷 较 重 的 环 境 ； 需 要 复 杂 的 环 维 护 功 能 ， 实 现 较 困 难 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 确 定 型 介 质 访 问 控 制 方 法 相 较 于 随 机 型 介 质 访 问 控 制 方 法 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 确 定 型 介 质 访 问 控 制 方 法 相 较 于 随 机 型 介 质 访 问 控 制 方 法 的 优 点 依 次 为 ： 适 用 于 对 数 据 传 输 实 时 性 要 求 较 高 的 环 境 ； 适 用 于 通 信 负 荷 较 重 的 环 境 ； 需 要 复 杂 的 环 维 护 功 能 ， 实 现 较 困 难 。	分 别 是 ： 适 用 于 对 数 据 传 输 实 时 性 要 求 较 高 的 环 境 ； 适 用 于 通 信 负 荷 较 低 的 环 境 ； 结 构 简 单 ， 易 于 扩 展 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 C S M A / C D 和 令 牌 网 络 各 自 的 特 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， C S M A / C D 和 令 牌 网 络 各 自 的 特 点 依 次 为 ： C S M A / C D 是 一 种 随 机 争 用 总 线 的 方 法 ， 适 于 对 实 时 性 要 求 不 高 的 环 境 ， 而 令 牌 网 络 适 用 于 对 传 输 实 时 性 要 求 较 高 的 环 境 ； C S M A / C D 在 负 载 较 轻 时 表 现 出 良 好 的 吞 吐 率 与 延 迟 特 性 ， 而 令 牌 网 络 在 通 信 负 荷 较 重 时 表 现 出 较 好 的 吞 吐 率 与 延 迟 特 性 。	C S M A / C D 和 令 牌 网 络 各 自 的 特 点 依 次 为 ： C S M A / C D 是 一 种 随 机 争 用 总 线 的 方 法 ， 适 于 对 实 时 性 要 求 不 高 的 环 境 ， 而 令 牌 网 络 适 用 于 对 传 输 实 时 性 要 求 较 高 的 环 境 ； C S M A / C D 在 负 载 较 轻 时 表 现 出 良 好 的 吞 吐 率 与 延 迟 特 性 ， 而 令 牌 网 络 在 通 信 负 荷 较 重 时 表 现 出 较 好 的 吞 吐 率 与 延 迟 特 性 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 C S M A / C D 和 令 牌 网 络 各 自 的 特 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， C S M A / C D 和 令 牌 网 络 各 自 的 特 点 依 次 为 ： C S M A / C D 是 一 种 随 机 争 用 总 线 的 方 法 ， 适 于 对 实 时 性 要 求 不 高 的 环 境 ， 而 令 牌 网 络 适 用 于 对 传 输 实 时 性 要 求 较 高 的 环 境 ； C S M A / C D 在 负 载 较 轻 时 表 现 出 良 好 的 吞 吐 率 与 延 迟 特 性 ， 而 令 牌 网 络 在 通 信 负 荷 较 重 时 表 现 出 较 好 的 吞 吐 率 与 延 迟 特 性 。	分 别 是 ： C S M A / C D 是 一 种 确 定 性 争 用 总 线 的 方 法 ， 适 于 对 实 时 性 要 求 较 高 的 环 境 ， 而 令 牌 网 络 适 用 于 对 传 输 实 时 性 要 求 不 严 格 的 环 境 ； C S M A / C D 在 负 载 较 重 时 表 现 出 良 好 的 吞 吐 率 与 延 迟 特 性 ， 而 令 牌 网 络 在 通 信 负 荷 较 轻 时 表 现 出 较 好 的 吞 吐 率 与 延 迟 特 性 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 M A C 地 址 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， M A C 地 址 的 特 性 依 次 为 ： 地 址 长 度 是 6 字 节 ， 由 3 字 节 的 厂 商 地 址 和 3 字 节 的 厂 商 自 行 分 配 号 码 两 部 分 组 成 ， 通 常 用 1 2 个 十 六 进 制 数 表 示 。	M A C 地 址 的 特 性 依 次 为 ： 地 址 长 度 是 6 字 节 ， 由 3 字 节 的 厂 商 地 址 和 3 字 节 的 厂 商 自 行 分 配 号 码 两 部 分 组 成 ， 通 常 用 1 2 个 十 六 进 制 数 表 示 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 M A C 地 址 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， M A C 地 址 的 特 性 依 次 为 ： 地 址 长 度 是 6 字 节 ， 由 3 字 节 的 厂 商 地 址 和 3 字 节 的 厂 商 自 行 分 配 号 码 两 部 分 组 成 ， 通 常 用 1 2 个 十 六 进 制 数 表 示 。	分 别 是 ： 地 址 长 度 是 8 字 节 ， 由 4 字 节 的 厂 商 地 址 和 4 字 节 的 厂 商 自 行 分 配 号 码 两 部 分 组 成 ， 通 常 用 1 2 个 十 六 进 制 数 表 示 。	3.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 克 服 网 络 规 模 与 网 络 性 能 之 间 矛 盾 的 几 种 解 决 方 案 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 克 服 网 络 规 模 与 网 络 性 能 之 间 矛 盾 的 几 种 解 决 方 案 依 次 为 ： 提 高 E t h e r n e t 数 据 传 输 率 ； 将 一 个 大 型 局 域 网 划 分 成 多 个 网 桥 互 连 的 子 网 ； 将 共 享 介 质 方 式 改 为 交 换 方 式 。	克 服 网 络 规 模 与 网 络 性 能 之 间 矛 盾 的 几 种 解 决 方 案 依 次 为 ： 提 高 E t h e r n e t 数 据 传 输 率 ； 将 一 个 大 型 局 域 网 划 分 成 多 个 网 桥 互 连 的 子 网 ； 将 共 享 介 质 方 式 改 为 交 换 方 式 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 克 服 网 络 规 模 与 网 络 性 能 之 间 矛 盾 的 几 种 解 决 方 案 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 克 服 网 络 规 模 与 网 络 性 能 之 间 矛 盾 的 几 种 解 决 方 案 依 次 为 ： 提 高 E t h e r n e t 数 据 传 输 率 ； 将 一 个 大 型 局 域 网 划 分 成 多 个 网 桥 互 连 的 子 网 ； 将 共 享 介 质 方 式 改 为 交 换 方 式 。	分 别 是 ： 提 高 E t h e r n e t 数 据 吞 吐 率 ； 将 一 个 大 型 局 域 网 划 分 成 多 个 路 由 器 互 连 的 子 网 ； 将 共 享 介 质 方 式 改 为 交 换 方 式 。	3.0
请 按 由 慢 至 快 的 顺 序 依 次 写 出 E t h e r n e t 的 几 种 数 据 传 输 速 率 。	按 由 慢 至 快 的 顺 序 ， E t h e r n e t 的 几 种 数 据 传 输 速 率 依 次 为 ： 1 0 M b p s 、 1 0 0 M b p s 、 1 G b p s 、 。	E t h e r n e t 的 几 种 数 据 传 输 速 率 依 次 为 ： 1 0 M b p s 、 1 0 0 M b p s 、 1 G b p s 、 。	10.0
请 按 由 慢 至 快 的 顺 序 依 次 写 出 E t h e r n e t 的 几 种 数 据 传 输 速 率 。	按 由 慢 至 快 的 顺 序 ， E t h e r n e t 的 几 种 数 据 传 输 速 率 依 次 为 ： 1 0 M b p s 、 1 0 0 M b p s 、 1 G b p s 、 。	分 别 是 ： 1 6 M b p s 、 1 5 5 M b p s 、 1 G b p s 、 。	3.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 桥 和 路 由 器 的 作 用 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 桥 和 路 由 器 的 作 用 依 次 为 ： 隔 离 子 网 之 间 的 交 通 量 ， 使 每 个 子 网 作 为 一 个 独 立 的 小 型 E t h e r n e t ， 通 过 减 少 每 个 子 网 内 部 节 点 数 的 方 法 ， 使 每 个 子 网 的 网 络 性 能 得 到 改 善 。	网 桥 和 路 由 器 的 作 用 依 次 为 ： 隔 离 子 网 之 间 的 交 通 量 ， 使 每 个 子 网 作 为 一 个 独 立 的 小 型 E t h e r n e t ， 通 过 减 少 每 个 子 网 内 部 节 点 数 的 方 法 ， 使 每 个 子 网 的 网 络 性 能 得 到 改 善 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 桥 和 路 由 器 的 作 用 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 桥 和 路 由 器 的 作 用 依 次 为 ： 隔 离 子 网 之 间 的 交 通 量 ， 使 每 个 子 网 作 为 一 个 独 立 的 小 型 E t h e r n e t ， 通 过 减 少 每 个 子 网 内 部 节 点 数 的 方 法 ， 使 每 个 子 网 的 网 络 性 能 得 到 改 善 。	分 别 是 ： 隔 离 子 网 之 间 的 通 信 量 ， 使 每 个 子 网 作 为 一 个 独 立 的 小 型 E t h e r n e t ， 通 过 增 加 每 个 子 网 内 部 节 点 数 的 方 法 ， 使 每 个 子 网 的 网 络 传 输 率 得 到 改 善 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F D D I 双 环 结 构 的 原 理 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F D D I 双 环 结 构 的 原 理 依 次 为 ： F D D I 网 络 的 网 络 信 息 流 量 由 类 似 的 两 条 流 组 成 ， 两 条 流 以 相 反 的 方 向 绕 着 两 个 互 逆 环 流 动 。 主 环 沿 逆 时 钟 方 向 传 送 数 据 ， 从 环 沿 顺 时 钟 方 向 传 送 数 据 。	F D D I 双 环 结 构 的 原 理 依 次 为 ： F D D I 网 络 的 网 络 信 息 流 量 由 类 似 的 两 条 流 组 成 ， 两 条 流 以 相 反 的 方 向 绕 着 两 个 互 逆 环 流 动 。 主 环 沿 逆 时 钟 方 向 传 送 数 据 ， 从 环 沿 顺 时 钟 方 向 传 送 数 据 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F D D I 双 环 结 构 的 原 理 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F D D I 双 环 结 构 的 原 理 依 次 为 ： F D D I 网 络 的 网 络 信 息 流 量 由 类 似 的 两 条 流 组 成 ， 两 条 流 以 相 反 的 方 向 绕 着 两 个 互 逆 环 流 动 。 主 环 沿 逆 时 钟 方 向 传 送 数 据 ， 从 环 沿 顺 时 钟 方 向 传 送 数 据 。	分 别 是 ： F D D I 网 络 的 网 络 信 息 流 量 由 类 似 的 两 条 流 组 成 ， 两 条 流 以 相 同 的 方 向 绕 着 两 个 互 逆 环 流 动 。 主 环 沿 顺 时 钟 方 向 传 送 数 据 ， 从 环 沿 逆 时 钟 方 向 传 送 数 据 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 发 生 故 障 时 F D D I 的 操 作 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 发 生 故 障 时 F D D I 的 操 作 依 次 为 ： 通 常 情 况 下 网 络 数 据 信 息 只 在 主 环 上 流 动 ， 如 果 主 环 发 生 故 障 ， F D D I 自 动 重 新 配 置 网 络 ， 信 息 可 以 沿 反 方 向 流 到 从 环 上 去 。	发 生 故 障 时 F D D I 的 操 作 依 次 为 ： 通 常 情 况 下 网 络 数 据 信 息 只 在 主 环 上 流 动 ， 如 果 主 环 发 生 故 障 ， F D D I 自 动 重 新 配 置 网 络 ， 信 息 可 以 沿 反 方 向 流 到 从 环 上 去 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 发 生 故 障 时 F D D I 的 操 作 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 发 生 故 障 时 F D D I 的 操 作 依 次 为 ： 通 常 情 况 下 网 络 数 据 信 息 只 在 主 环 上 流 动 ， 如 果 主 环 发 生 故 障 ， F D D I 自 动 重 新 配 置 网 络 ， 信 息 可 以 沿 反 方 向 流 到 从 环 上 去 。	分 别 是 ： 通 常 情 况 下 网 络 数 据 信 息 只 在 从 环 上 流 动 ， 如 果 从 环 发 生 故 障 ， F D D I 自 动 重 新 配 置 网 络 ， 信 息 可 以 沿 反 方 向 流 到 主 环 上 去 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F D D I 双 环 拓 扑 结 构 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F D D I 双 环 拓 扑 结 构 的 优 点 依 次 为 ： 双 环 拓 扑 结 构 的 优 点 之 一 是 冗 余 ， 一 个 环 用 于 信 息 传 送 ， 另 一 个 环 用 于 备 份 。 若 出 现 问 题 则 主 环 断 路 ， 从 环 替 代 。	F D D I 双 环 拓 扑 结 构 的 优 点 依 次 为 ： 双 环 拓 扑 结 构 的 优 点 之 一 是 冗 余 ， 一 个 环 用 于 信 息 传 送 ， 另 一 个 环 用 于 备 份 。 若 出 现 问 题 则 主 环 断 路 ， 从 环 替 代 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F D D I 双 环 拓 扑 结 构 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F D D I 双 环 拓 扑 结 构 的 优 点 依 次 为 ： 双 环 拓 扑 结 构 的 优 点 之 一 是 冗 余 ， 一 个 环 用 于 信 息 传 送 ， 另 一 个 环 用 于 备 份 。 若 出 现 问 题 则 主 环 断 路 ， 从 环 替 代 。	分 别 是 ： 双 环 拓 扑 结 构 的 优 点 之 一 是 兼 容 ， 一 个 环 用 于 数 据 传 输 ， 另 一 个 环 用 于 备 份 。 若 出 现 问 题 则 从 环 断 路 ， 主 环 替 代 。	2.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F D D I 的 技 术 特 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F D D I 的 技 术 特 点 依 次 为 ： 使 用 基 于 I E E E   8 0 2 . 5 标 准 的 单 令 牌 的 环 网 介 质 访 问 控 制 M A C 协 议 ； 数 据 传 输 速 率 为 1 0 0 M b p s ； 连 网 的 节 点 数 小 于 1 0 0 0 ； 环 路 长 度 为 1 0 0 k m ； 可 以 使 用 多 模 光 纤 。	F D D I 的 技 术 特 点 依 次 为 ： 使 用 基 于 I E E E   8 0 2 . 5 标 准 的 单 令 牌 的 环 网 介 质 访 问 控 制 M A C 协 议 ； 数 据 传 输 速 率 为 1 0 0 M b p s ； 连 网 的 节 点 数 小 于 1 0 0 0 ； 环 路 长 度 为 1 0 0 k m ； 可 以 使 用 多 模 光 纤 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F D D I 的 技 术 特 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F D D I 的 技 术 特 点 依 次 为 ： 使 用 基 于 I E E E   8 0 2 . 5 标 准 的 单 令 牌 的 环 网 介 质 访 问 控 制 M A C 协 议 ； 数 据 传 输 速 率 为 1 0 0 M b p s ； 连 网 的 节 点 数 小 于 1 0 0 0 ； 环 路 长 度 为 1 0 0 k m ； 可 以 使 用 多 模 光 纤 。	分 别 是 ： 使 用 基 于 I E E E   8 0 2 . 5 标 准 的 单 令 牌 的 环 网 介 质 访 问 控 制 M A C 协 议 ； 数 据 传 输 速 率 为 1 0 M b p s ； 连 网 的 节 点 数 小 于 1 0 0 ； 环 路 长 度 为 1 0 k m ； 可 以 使 用 单 模 光 纤 。	2.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 快 速 以 太 网 同 传 统 以 太 网 的 相 同 之 处 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 快 速 以 太 网 同 传 统 以 太 网 的 相 同 之 处 依 次 为 ： 数 据 帧 格 式 、 介 质 访 问 控 制 方 式 、 组 网 方 法 。	快 速 以 太 网 同 传 统 以 太 网 的 相 同 之 处 依 次 为 ： 数 据 帧 格 式 、 介 质 访 问 控 制 方 式 、 组 网 方 法 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 快 速 以 太 网 同 传 统 以 太 网 的 相 同 之 处 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 快 速 以 太 网 同 传 统 以 太 网 的 相 同 之 处 依 次 为 ： 数 据 帧 格 式 、 介 质 访 问 控 制 方 式 、 组 网 方 法 。	分 别 是 ： 介 质 访 问 控 制 方 式 、 数 据 帧 格 式 、 组 网 方 法 。	3.0
